"","id","name","host_since","host_location","host_response_time","host_is_superhost","listing_count","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","amenities","price","cleaning_fee","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","reviews_per_month"
"154",6862594,"Beautiful Home in Jamaica Plain, MA","2013-12-13","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","House","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$60.00","",1,1125,0,NA,NA
"155",9057435,"3 BR Apartment with Kitchenette","2015-10-23","Boston, Massachusetts, United States","within an hour","f",2,"Jamaica Plain","Apartment","Entire home/apt",6,1,3,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$319.00","$40.00",1,1125,6,100,0.63
"156",750438,"A quiet, green oasis in funky JP! ","2012-10-22","Boston, Massachusetts, United States","within a few hours","t",2,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$85.00","$25.00",2,21,91,96,2.29
"157",12874603,"Comfortable Private Bedroom for 2","2015-11-10","San Isidro, Buenos Aires Province, Argentina","within a day","f",1,"Jamaica Plain","Condominium","Private room",2,2,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$70.00","",1,1125,10,74,3.13
"158",12727401,"Excellent Room! Right by the Subway","2016-04-27","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""24-Hour Check-in"",""Laptop Friendly Workspace""}","$50.00","",1,1125,2,60,0.46
"159",2077794,"Charming Boston Apartment","2011-12-13","Chicago, Illinois, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Entire home/apt",4,1,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$119.00","$60.00",3,1125,14,86,0.47
"160",9712731,"Cozy 1 Bd Artist's Sanctuary","2015-02-22","Boston, Massachusetts, United States","within a day","f",2,"Jamaica Plain","Condominium","Entire home/apt",3,1,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$125.00","$15.00",1,1125,2,100,1.36
"161",13677640,"Peaceful/Fun area, 4 minute walk to ""T""","2016-06-24","US","within a few hours","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49""}","$53.00","",1,7,5,80,2.05
"162",3371091,"Treetop Room in Sunny Pondside Home","2012-03-14","Boston, Massachusetts, United States","within a few hours","t",2,"Jamaica Plain","Apartment","Private room",4,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$125.00","$50.00",1,1125,13,95,0.5
"163",13512551,"CITY HOME COUNTRY FEEL, Boston, MA USA","2016-06-13","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","House","Entire home/apt",6,2.5,4,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$199.00","",3,13,1,100,1
"164",732999,"Lovely home in Jamaica Plain Boston","2012-10-09","Boston, Massachusetts, United States","within a day","f",2,"Jamaica Plain","Apartment","Entire home/apt",4,1,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$205.00","$50.00",2,90,14,97,0.3
"165",6106955,"Treetop 2+BR Condo w/ Guest Hammock","2012-01-18","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","Condominium","Entire home/apt",5,1,2,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$114.00","$80.00",4,1125,8,95,0.56
"166",2698996,"Room in Pondside Apt!","2014-04-02","Boston, Massachusetts, United States","within an hour","t",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron,""translation missing: en.hosting_amenity_50""}","$75.00","",2,30,131,98,4.45
"167",27611,"One Bedroom Studio Garden Apartment","2010-05-06","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Entire home/apt",2,1,1,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$185.00","$50.00",3,365,8,86,0.29
"168",4025194,"Queen Bed/Near Subway/Free Passes","2011-12-07","Boston, Massachusetts, United States","within an hour","t",4,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$75.00","",1,10,150,97,6.2
"169",8336364,"Beautiful Modern Condo","2014-07-24","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Entire home/apt",4,2.5,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$180.00","$90.00",3,1125,0,NA,NA
"170",12071820,"Super Cozy Apt - An Artist's Home","2016-03-27","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Shared room",2,1,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$70.00","",1,1125,5,96,1.06
"171",7910223,"Charming  Apartment, Jamaica Plain","2015-04-02","Boston, Massachusetts, United States","within an hour","t",3,"Jamaica Plain","Bed & Breakfast","Entire home/apt",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$150.00","$40.00",2,90,71,96,5.74
"172",4567815,"Treetop Jamaica Plain home","2012-08-26","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","Apartment","Entire home/apt",4,1,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","$120.00","$50.00",1,21,10,96,0.49
"173",12022134,"Private room in great JP location!","2014-08-02","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Private room",2,2,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$92.00","$10.00",14,1125,1,100,0.79
"174",13513012,"T'BEST: Priv. Bath, Deck; Subway, Parking Option","2015-05-06","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$84.00","",3,30,6,100,3
"175",3730447,"Parkside Apartment- Cozy and Roomy!","2013-10-09","Boston, Massachusetts, United States","within a few hours","f",2,"Jamaica Plain","Apartment","Entire home/apt",4,1,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}","$200.00","",2,14,29,89,1.14
"176",4149974,"Centered on Centre ","2013-08-28","Boston, Massachusetts, United States","within an hour","t",1,"Jamaica Plain","Apartment","Entire home/apt",2,1,1,"{""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Hair Dryer""}","$115.00","$30.00",2,15,70,96,3.14
"177",14933380,"Sofa bed in cozy, clean apartment","2015-02-22","Boston, Massachusetts, United States","within a day","f",2,"Jamaica Plain","Apartment","Shared room",1,1,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",""Hair Dryer""}","$49.00","",1,14,0,NA,NA
"178",6238463,"Pvt tree top room in great location","2015-04-21","Boston, Massachusetts, United States","within a few hours","t",1,"Jamaica Plain","Townhouse","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$95.00","$30.00",2,1125,25,98,2.12
"179",1929406,"Family-Friendly Victorian Townhouse","2013-11-13","US","within a day","f",1,"Jamaica Plain","House","Entire home/apt",6,1,4,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}","$275.00","$80.00",3,9,1,100,0.03
"180",4583526,"Lovely private 4 bedroom apt","2014-11-15","Boston, Massachusetts, United States","within an hour","t",1,"Jamaica Plain","Apartment","Entire home/apt",9,1,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$230.00","$50.00",2,1125,75,97,3.85
"181",7287822,"Light and airy separate apartment in funky JP","2014-07-08","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Entire home/apt",4,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$130.00","$45.00",2,29,59,99,4.55
"182",8354938,"2 bedroom Jamaica Plain Egleston Square w/ parking","2010-08-19","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Entire home/apt",5,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$192.00","$64.00",3,185,20,93,1.81
"183",5025015,"Beautiful Apartment in Boston!","2015-01-11","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Entire home/apt",5,1,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$175.00","$40.00",2,1125,99,85,5.39
"184",4452800,"Small Cozy Room in Beautiful Place","2013-10-09","Boston, Massachusetts, United States","within a few hours","f",2,"Jamaica Plain","Apartment","Private room",2,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$70.00","",1,1125,2,80,0.11
"185",7554801,"Cozy guest room. Awesome location!","2014-04-28","Boston, Massachusetts, United States","within a few hours","t",1,"Jamaica Plain","Townhouse","Private room",2,1.5,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}","$65.00","$50.00",5,45,6,100,0.95
"186",9349646,"Family-friendly private room","2012-10-17","Boston, Massachusetts, United States","within a few hours","f",2,"Jamaica Plain","Apartment","Private room",2,1,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Iron}","$100.00","",1,1125,1,100,0.39
"187",6386351,"Charming Arboretum Area 1+ Bed/1 Ba","2015-05-13","US","N/A","f",1,"Jamaica Plain","Apartment","Entire home/apt",3,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$185.00","",1,1125,0,NA,NA
"188",5124772,"Beautiful Victorian on Quiet Street","2011-11-28","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","House","Entire home/apt",10,2.5,5,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_50""}","$250.00","$125.00",5,1125,3,87,0.22
"189",3977877,"Full One-Bedroom in Jamaica Plain","2014-05-01","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","Apartment","Entire home/apt",2,1,1,"{Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Breakfast,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card""}","$110.00","$50.00",1,1125,3,93,0.17
"190",1754939,"Gorgeous townhouse in Boston","2013-10-04","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","House","Entire home/apt",5,1.5,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}","$150.00","",1,1125,0,NA,NA
"191",6602167,"TWO BEDROOM APARTMENT","2014-12-07","Boston, Massachusetts, United States","within an hour","f",3,"Jamaica Plain","Apartment","Entire home/apt",6,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","$168.00","$50.00",2,1125,23,89,5.61
"192",3987926,"Rustic Room/Free Transit/By Subway","2011-12-07","Boston, Massachusetts, United States","within an hour","t",4,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$60.00","",1,10,169,98,6.94
"193",5729845,"Cozy guest room, great location!","2015-03-20","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$59.00","$12.00",1,1125,47,90,2.78
"194",9727523,"One private room in Jamaica Plain","2015-11-30","Boston, Massachusetts, United States","within an hour","f",2,"Jamaica Plain","House","Private room",2,1,1,"{Internet,""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door""}","$60.00","$15.00",1,1125,15,91,1.64
"195",12463555,"Family friendly, great location","2016-04-15","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","Apartment","Entire home/apt",4,1,2,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Hangers,""Laptop Friendly Workspace""}","$145.00","$50.00",2,1125,7,94,1.69
"196",9137560,"Cozy & Private Room close to city","2015-10-27","US","N/A","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer""}","$80.00","$30.00",1,1125,1,100,0.1
"197",3616081,"Jamaica Plain's Urban Oasis","2014-07-16","Boston, Massachusetts, United States","within an hour","t",2,"Jamaica Plain","Apartment","Entire home/apt",3,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$114.00","$45.00",2,30,127,97,5.08
"198",8908145,"Gracious, stunning, with fireplace","2015-09-29","Boston, Massachusetts, United States","within a few hours","f",3,"Jamaica Plain","House","Private room",2,1,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",""Lock on Bedroom Door"",""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}","$170.00","",2,1125,2,80,0.42
"199",554720,"Boston Charm - Condo","2012-06-24","Hingham, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Entire home/apt",6,2,2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$240.00","$135.00",3,14,108,95,2.25
"200",1551467,"Elegant Quiet Family-Friendly 2BR","2011-09-03","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","Apartment","Entire home/apt",4,1,2,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$150.00","$50.00",2,1125,5,95,0.14
"201",7743569,"Cozy guest room. Awesome location!","2013-01-05","Boston, Massachusetts, United States","within an hour","f",3,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace""}","$69.00","$20.00",3,1125,11,98,0.88
"202",732932,"Sunny Home in Jamaica Plain, Boston","2012-10-09","Boston, Massachusetts, United States","within a day","f",2,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$80.00","$25.00",3,180,18,95,0.38
"203",749247,"Beautiful Boston Room-Sunny!","2012-10-19","Boston, Massachusetts, United States","within a few hours","t",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$85.00","",1,7,62,97,1.46
"204",667325,"Great location, large room, and private bath.","2011-07-25","Boston, Massachusetts, United States","within an hour","f",2,"Jamaica Plain","Apartment","Private room",4,1,1,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$75.00","$25.00",1,120,58,92,3.59
"205",9349614,"Sunny, Family-Friendly Apartment","2012-10-17","Boston, Massachusetts, United States","within a few hours","f",2,"Jamaica Plain","Apartment","Entire home/apt",4,1,2,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}","$150.00","",1,1125,1,80,0.22
"206",10627514,"Sunny JP bedroom near Orange Line T","2015-06-23","Boston, Massachusetts, United States","within a day","f",2,"Jamaica Plain","House","Private room",2,2,1,"{Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}","$70.00","$50.00",1,1125,2,90,0.37
"207",1885825,"The Roost -  Fox Room","2013-05-14","Boston, Massachusetts, United States","within an hour","f",3,"Jamaica Plain","House","Private room",3,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","$80.00","$30.00",3,30,97,96,3.27
"208",9906565,"Sunny, Modern, Jamaica Plain Condo","2013-06-08","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","Apartment","Entire home/apt",7,1.5,3,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$225.00","$150.00",2,1125,0,NA,NA
